gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000170653,453,496,302,356,395,1502,501,569,313,242,826,716,997,1014,947,250,151,992,252,189,813,1276
ENSG00000170677,89,73,39,25,34,49,47,45,14,11,46,40,54,55,57,33,47,42,23,32,120,92
ENSG00000170681,1,3,3,4,3,3,17,55,16,9,22,31,32,27,5,467,3,20,5,25,806,140
ENSG00000170684,368,58,89,175,111,9,3,30,33,27,132,126,174,170,43,3,1,158,11,16,30,138
ENSG00000170689,89,1,96,15,7,8,0,6,0,0,0,0,1,0,417,2,0,4,0,224,1,356
ENSG00000170727,356,252,823,157,158,245,40,97,51,27,121,172,243,177,302,39,29,163,20,51,594,292
ENSG00000170759,103,119,164,111,78,37,77,62,19,18,37,53,50,71,53,106,11,40,44,49,63,78
ENSG00000170775,13,13,73,18,39,3,1828,5,60,52,200,162,317,193,51,0,118,6,364,18,8,354
ENSG00000170779,104,174,190,120,176,35,5,17,4,2,13,16,20,10,31,5,6,67,3,80,6,119
ENSG00000170801,0,0,0,0,0,1541,2,448,0,1,1,2,3,1,1056,264,14,392,2,27,142,278
ENSG00000170807,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1577,0,2,0,0,1096,19
ENSG00000170832,617,131,146,1259,120,63,101,30,29,17,89,70,115,106,49,47,29,49,39,48,107,506
ENSG00000170836,274,60,50,1149,67,99,25,35,33,25,102,103,123,144,134,39,14,106,30,61,40,197
ENSG00000170837,51,1,0,88,82,20,248,29,57,33,160,138,203,166,60,15,2,10,109,27,2,240
ENSG00000170855,245,414,112,311,367,160,57,74,39,18,63,91,139,71,132,87,111,225,30,85,104,136
ENSG00000170860,39,51,42,72,114,55,90,48,46,46,119,102,68,81,87,72,80,55,71,118,61,234
ENSG00000170876,181,688,282,238,138,454,44,222,19,16,93,88,103,94,410,98,19,304,32,84,164,260
ENSG00000170881,133,99,161,307,161,122,115,60,27,35,61,72,63,104,89,123,91,118,72,110,110,417
ENSG00000170889,24,91,37,80,96,300,26,36,61,32,74,50,28,13,139,49,42,393,29,67,87,139
ENSG00000170892,296,180,252,297,154,234,26,99,3,9,37,27,40,40,252,43,27,126,14,48,87,370
ENSG00000170921,33,189,87,377,78,28,121,28,4,3,17,29,34,19,20,16,3,19,25,33,6,212
ENSG00000170954,43,6,0,0,44,18,69,16,70,53,163,135,94,111,39,46,1,8,78,20,4,188
ENSG00000170955,0,343,2438,0,1,971,15,618,12,21,85,76,80,84,745,191,27,381,16,73,162,1894
ENSG00000170962,17,5,0,0,0,368,15,108,0,0,1,1,1,1,166,114,6,322,8,11,20,137
ENSG00000170989,0,8,0,0,0,850,85,108,9,7,66,42,52,93,435,121,22,202,45,1,84,84
ENSG00000171017,310,148,342,172,196,27,0,45,0,0,1,1,0,0,15,9,54,5,0,31,4,44
ENSG00000171033,103,0,0,11,0,1,45,13,51,44,171,145,126,163,8,409,0,15,95,10,191,15
ENSG00000171051,0,4,0,0,0,729,163,26,3,0,1,2,2,1,66,106,70,393,27,0,22,87
ENSG00000171067,543,344,2360,320,382,619,211,441,82,69,251,207,255,241,484,127,590,556,91,286,132,836
ENSG00000171105,261,236,298,569,85,6331,899,1497,388,302,1188,1022,1341,1239,1795,1134,1594,1639,399,164,4712,1898
ENSG00000171115,1,7,0,0,0,586,45,333,6,13,36,31,35,22,294,254,167,815,13,4,69,426
ENSG00000171135,333,294,415,359,259,131,13,89,14,14,54,63,113,80,102,57,59,149,15,38,97,73
ENSG00000171150,11,17,28,18,6,57,60,32,50,44,122,146,120,109,51,20,11,52,54,29,32,111
ENSG00000171155,34,60,120,89,98,65,41,33,11,7,29,30,27,43,76,82,116,160,31,71,22,134
ENSG00000171159,66,158,91,150,103,504,297,205,99,95,226,186,126,302,634,48,81,286,55,61,171,777
ENSG00000171202,51,42,85,79,90,51,70,48,23,19,55,67,57,51,50,119,111,70,55,87,35,120
ENSG00000171204,60,52,111,84,96,23,42,10,28,25,88,86,78,93,90,48,40,115,38,36,14,109
ENSG00000171206,67,79,68,200,210,353,66,269,24,38,110,118,150,160,252,63,39,257,38,26,86,202
ENSG00000171208,168,240,29,109,10,8,68,8,38,17,120,119,141,119,19,9,3,45,61,114,2,99
ENSG00000171222,320,317,913,418,422,783,121,478,49,49,228,171,289,301,605,111,300,508,64,86,231,968
ENSG00000171223,1392,7906,1511,3218,484,15661,772,8374,74,78,310,420,702,492,10797,669,2375,11539,268,541,3303,6155
ENSG00000171224,46,31,18,43,50,5,48,9,71,42,167,196,273,133,15,6,2,10,28,5,4,33
ENSG00000171236,14,1,1,9,22,129,10,20,0,0,1,0,1,0,40,4,16824,151,0,23,6,63
ENSG00000171241,143,57,644,81,230,7,1,2,12,6,26,26,27,30,2,6,1,25,4,136,0,78
ENSG00000171246,1,0,149,7,5,2,2428,2,3701,2650,11139,7987,12772,9712,1987,1,0,35,2384,455,11,161
ENSG00000171262,116,107,106,65,114,79,102,48,44,36,151,157,128,130,97,73,18,69,63,68,62,110
ENSG00000171282,239,216,693,449,44,454,172,284,272,232,1144,1270,2239,1404,339,44,32,311,163,124,95,472
ENSG00000171298,789,4136,1411,2876,2610,2680,323,1464,199,166,834,549,921,772,2250,509,853,1774,195,475,1883,7154
ENSG00000171302,2113,823,1412,878,3832,903,298,428,67,59,245,191,311,224,1491,219,237,759,101,302,283,1278
ENSG00000171303,23,0,0,4,5,362,151,82,260,171,623,693,833,702,857,48,21,314,132,9,5,430
ENSG00000171310,29,160,438,48,186,214,122,69,6,18,34,50,146,36,157,57,34,697,46,163,15,287
ENSG00000171316,414,230,361,492,335,110,64,214,226,213,516,561,601,822,56,51,21,58,201,96,147,67
ENSG00000171346,13,1115,0,1,12,0,0,79,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000171368,445,299,45,38,96,238,4336,266,1135,905,3148,3277,5436,3286,809,137,35,132,1699,21,162,254
ENSG00000171385,17,7,0,21,0,74,132,82,113,105,301,393,630,420,42,120,62,103,104,0,3,136
ENSG00000171425,158,367,127,698,122,508,44,157,41,31,175,150,182,181,1019,40,25,668,30,95,316,691
ENSG00000171443,101,374,132,192,79,905,46,370,36,37,129,113,203,173,1072,80,67,730,26,26,455,511
ENSG00000171450,4,1,90,2,0,3,1780,0,409,310,844,1013,1217,1295,90,0,0,18,472,4,0,34
ENSG00000171462,5,745,7,8,2,3,25,42,35,34,116,98,146,95,8,7,0,38,14,17,0,42
ENSG00000171466,56,74,55,40,47,41,36,20,35,40,120,81,55,77,31,25,31,34,35,53,16,48
ENSG00000171467,140,204,204,150,155,156,93,57,92,76,237,212,278,354,64,46,42,164,81,90,128,922
ENSG00000171475,214,194,169,121,289,175,335,139,60,43,194,172,227,296,228,41,38,179,110,62,70,304
ENSG00000171490,683,940,1278,1036,643,870,229,376,75,55,223,248,258,288,702,330,245,746,141,826,1519,652
ENSG00000171492,61,151,146,48,24,21,121,21,6,11,33,25,44,26,13,8,25,109,36,38,26,18
ENSG00000171532,7,1,1,1,0,0,518,1,1143,959,4111,3572,4944,4595,1,0,0,0,712,0,0,1
ENSG00000171533,2,3,0,5,0,38,282,50,102,86,296,258,408,377,114,16,1,15,105,6,6,319
ENSG00000171552,79,62,56,49,113,126,47,30,24,11,73,62,50,80,52,36,38,57,24,23,46,97
ENSG00000171560,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,70764,0,0,138,17,6
ENSG00000171570,1091,242,305,326,500,661,155,410,228,235,746,631,866,722,762,165,194,1009,138,101,199,2555
ENSG00000171587,7,42,0,2976,159,1,147,2,26,23,68,96,103,114,5,0,1,4,81,63,0,37
ENSG00000171606,148,187,243,319,297,105,86,65,132,86,294,319,260,339,131,120,86,286,55,95,247,247
ENSG00000171621,6,220,310,67,11,734,55,193,6,2,5,10,21,2,199,42,103,324,14,24,271,178
ENSG00000171680,143,833,65,155,224,270,162,661,979,858,2441,2570,3903,2576,113,74,7,166,218,31,10,222
ENSG00000171714,58,0,8,0,50,3,106,31,4,5,9,19,7,16,26,519,31,19,81,12,482,59
ENSG00000171723,45,70,89,59,43,26,71,16,36,41,97,105,104,108,36,21,66,19,35,26,78,48
ENSG00000171724,0,0,0,10,0,15,385,3,984,707,2981,2713,2989,2982,197,229,3,73,617,183,6,130
ENSG00000171729,62,189,225,51,14,18,8,32,40,43,107,119,172,171,147,10,2,54,16,34,16,100
ENSG00000171747,5,2,0,4,5,11,0,7,1,0,23,13,25,16,9101,1,161,15,1,1,3,14
ENSG00000171759,0,0,0,0,1,0,18,1,2,2,12,5,3,5,0,0,4336,0,11,82,1,15
ENSG00000171763,51,68,120,42,81,47,10,19,12,13,50,64,79,75,58,10,10,70,10,14,43,59
ENSG00000171766,0,1,0,0,37,75,479,61,227,164,739,625,851,738,118,63,2626,187,400,11,142,514
ENSG00000171790,35,21,20,13,14,1,1,6,6,9,27,21,27,23,20,1,9,35,4,2,2,1388
ENSG00000171791,82,1,31,128,2,366,32,190,4,3,13,25,20,19,162,30,4,335,15,10,74,102
ENSG00000171813,168,257,44,352,183,354,49,289,20,7,63,67,109,100,810,57,26,300,16,30,250,355
ENSG00000171823,206,80,212,98,140,206,116,123,35,28,125,140,192,146,441,45,22,468,65,48,57,537
ENSG00000171858,490,1937,1889,1588,1154,626,53,630,110,166,509,458,266,82,495,81,71,926,71,259,386,332
ENSG00000171860,1,0,1,0,0,199,48,83,3,1,17,8,18,15,46,110,83,325,23,15,32,147
ENSG00000171861,173,59,313,169,139,136,60,120,37,36,143,87,94,110,187,73,125,118,42,61,182,711
ENSG00000171864,0,0,0,0,0,2,1,31,0,0,2,9,1,1,14,0,0,2,0,0,0,4229
ENSG00000171885,1,0,0,0,1,1,450,4,83,45,87,155,114,168,1,11,0,2,202,0,10,3
ENSG00000171992,3,15,17,23,14,580,285,956,16,23,26,46,44,54,452,1047,52,324,83,6,3448,386
ENSG00000172006,77,30,38,51,62,45,77,43,45,40,216,133,148,172,28,16,23,30,51,20,39,115
ENSG00000172009,775,800,1947,248,841,307,307,274,278,300,1032,974,1349,1130,323,193,441,579,203,359,445,1179
ENSG00000172020,0,0,0,0,0,10,3928,16,1278,987,3438,3694,4269,4347,362,9,1,53,2679,49,1,22
ENSG00000172057,3173,213,202,158,607,891,136,704,111,97,271,292,352,250,280,121,410,625,64,125,101,494
ENSG00000172070,74,216,229,59,105,127,44,55,25,25,56,60,71,48,80,44,110,103,44,59,108,68
ENSG00000172086,149,97,133,193,59,161,117,157,30,24,91,75,55,107,200,190,108,283,48,67,158,181
ENSG00000172115,390,149,237,70,185,72,118,31,36,36,138,95,137,147,96,588,67,100,80,154,143,104
ENSG00000172183,47,69,143,253,40,724,11,44,2,3,10,4,7,5,226,10,27,883,3,27,23,44
ENSG00000172197,265,70,83,304,261,44,7,67,0,1,5,7,4,3,60,12,7,66,3,41,9,43
ENSG00000172201,60,11,194,78,14,1043,187,701,61,66,249,226,258,412,323,64,2,279,157,54,27,1579
ENSG00000172216,911,2918,1637,2825,662,7902,228,2568,13,11,51,44,79,53,4646,745,1333,3237,134,213,4803,1403
ENSG00000172247,3,3,1,5,1,16,286,26,147,152,666,699,1019,865,53,1,0,10,153,0,5,228
ENSG00000172270,1492,3516,4270,2202,1765,12270,2183,3180,620,541,2320,1658,2727,2533,9815,4509,1025,4843,733,1435,2922,15374
ENSG00000172273,217,180,184,325,321,127,121,82,235,178,570,561,640,681,305,73,50,487,123,142,204,408
ENSG00000172292,220,232,31,130,127,117,334,46,133,87,309,215,247,378,156,349,141,118,176,93,45,305
ENSG00000172301,105,84,124,75,231,131,280,282,193,151,366,397,272,386,481,103,222,154,234,145,91,1571
ENSG00000172315,93,95,198,76,87,63,48,24,13,6,25,30,25,43,69,33,69,93,15,69,54,233
ENSG00000172336,440,278,660,483,238,201,137,128,96,59,271,295,307,306,234,91,167,212,84,147,280,292
ENSG00000172348,0,0,0,0,0,91,378,40,90,67,165,163,247,199,136,794,6,118,158,7,167,196
ENSG00000172361,28,15,13,10,9,1,10,5,16,18,55,56,79,45,4,1,0,6,14,6,18,713
ENSG00000172366,325,86,247,202,199,87,33,122,48,32,148,131,173,136,452,211,189,272,27,48,229,474
ENSG00000172375,272,108,396,247,569,173,509,113,310,283,818,829,984,910,173,54,71,479,196,73,322,245
ENSG00000172379,29,0,74,88,2,11,689,8,95,58,288,304,343,306,57,12,3,32,239,27,53,133
ENSG00000172382,5,27,81,43,286,14,13,10,34,23,132,93,156,97,13,1,4,15,15,9,2,77
ENSG00000172399,1,0,0,1,0,1,1,11,1,0,0,1,0,1,3,7099,0,18,1,1,791,60
ENSG00000172409,86,82,172,27,175,55,31,51,10,13,52,49,60,53,52,22,56,79,14,58,59,126
ENSG00000172428,134,150,210,462,103,114,124,98,64,64,246,253,230,534,276,157,50,145,98,43,63,428
ENSG00000172465,33,34,104,134,33,93,95,32,63,43,153,149,165,195,151,66,30,136,58,22,31,304
ENSG00000172466,302,138,190,105,124,80,145,64,14,17,81,48,78,71,65,101,43,138,71,60,103,134
ENSG00000172500,387,243,419,274,342,127,78,102,48,56,229,207,267,225,70,41,42,77,37,60,77,309
ENSG00000172508,32,10,32,59,17,66,3154,95,346,284,1025,1049,2028,1158,43,150,7,103,849,25,93,134
ENSG00000172531,2062,1212,1846,1629,1764,1208,291,553,190,146,614,480,669,571,978,342,510,1495,146,447,936,1138
ENSG00000172572,0,0,0,0,0,160,27,43,25,29,53,91,127,94,253,1053,8,108,23,113,45,106
ENSG00000172575,9,0,8,58,8,3,280,9,159,116,377,414,399,437,1,5,3,154,207,35,0,48
ENSG00000172586,224,211,178,281,484,147,81,122,62,50,147,139,174,128,208,136,200,263,78,130,121,282
ENSG00000172590,191,103,182,113,54,105,16,40,5,4,13,16,62,52,136,33,33,134,3,24,35,97
ENSG00000172602,19,5,3,55,138,26,513,48,51,37,173,174,188,159,74,0,249,98,218,14,5,89
ENSG00000172613,416,133,260,303,328,87,45,90,62,43,205,205,257,229,155,14,23,316,31,104,56,307
ENSG00000172638,10,36,142,29,24,1663,118,1121,83,94,291,305,463,314,1588,455,67,923,55,141,198,1956
ENSG00000172660,5120,3930,3000,2710,5493,3228,1547,2023,1638,1526,4291,4709,5784,5433,3306,1361,1439,3908,926,1441,3639,7201
ENSG00000172663,231,226,85,202,335,124,21,64,13,14,48,48,98,63,60,70,53,97,6,30,60,205
ENSG00000172725,1516,577,1398,892,1225,523,66,267,46,40,164,131,234,141,315,52,89,326,27,74,56,395
ENSG00000172732,613,493,853,550,726,426,110,233,209,182,682,672,1073,785,638,190,110,1153,122,210,178,555
ENSG00000172757,6417,3018,6046,3052,4499,4018,2043,1551,1459,965,3542,3257,1966,2180,3200,783,837,3164,1084,1567,436,2593
ENSG00000172782,1,3,0,0,1,0,23,0,56,62,167,193,230,213,0,0,19,1,27,1,0,53
ENSG00000172794,2,0,1,5,17,3,8,5,87,88,317,225,346,287,5,1,5,35,18,3,0,5
ENSG00000172809,594,1843,1647,1521,1545,1538,552,778,236,254,815,759,618,638,2433,585,628,1599,320,854,3131,2977
ENSG00000172818,160,393,0,430,65,7,2,14,0,0,4,7,3,5,171,0,0,3,1,4,0,977
ENSG00000172819,178,1362,470,841,540,171,27,248,76,78,226,258,264,314,768,55,17,549,37,100,33,434
ENSG00000172824,90,48,0,66,1,40,76,40,277,279,845,840,1383,813,18,30,50,28,138,7,138,84
ENSG00000172830,1205,1131,315,952,1155,623,115,308,269,209,788,684,766,717,1033,78,101,315,105,82,162,643
ENSG00000172831,731,1886,765,385,524,707,331,773,284,202,827,723,845,738,822,1632,3104,402,211,224,1157,659
ENSG00000172840,106,74,126,74,113,90,108,151,36,28,91,80,91,90,37,11,40,58,63,57,24,97
ENSG00000172890,310,1138,447,1445,375,433,104,251,120,138,496,312,475,402,382,82,249,561,91,224,97,1130
ENSG00000172893,2059,2345,1538,2226,2049,807,1129,591,107,105,362,255,404,295,553,259,2173,441,317,773,244,2055
ENSG00000172922,706,326,1218,502,782,643,216,325,307,279,922,871,1217,895,633,294,285,1441,202,253,266,903
ENSG00000172927,0,19,385,31,188,76,1,563,2,0,1,2,7,0,3,0,55,15,1,33,0,11
ENSG00000172935,0,1,0,0,0,263,3,139,16,20,73,62,117,84,736,11,2,330,6,9,22,408
ENSG00000172977,513,212,336,290,316,295,140,178,110,83,387,334,445,382,297,112,62,211,77,80,280,660
ENSG00000172992,81,159,99,100,83,138,68,116,18,15,82,65,88,86,122,22,15,95,17,15,49,205
ENSG00000173013,44,32,18,15,30,28,31,25,19,17,53,50,64,48,12,2,4,12,17,2,24,1179
ENSG00000173020,1214,848,789,1137,954,1178,793,563,629,610,2002,1994,2771,2231,1508,310,298,4043,454,315,748,1117
ENSG00000173039,1217,1015,1331,1030,1150,3103,364,925,159,174,494,432,651,550,1525,385,433,1895,190,323,1824,1949
ENSG00000173065,467,510,508,352,408,442,313,381,167,168,538,563,658,711,614,152,128,454,124,156,1397,2244
ENSG00000173113,938,330,715,506,686,515,234,192,137,104,299,334,290,242,675,158,301,869,182,402,302,1312
ENSG00000173120,688,289,211,399,485,340,129,172,90,82,285,280,425,369,205,71,85,545,51,81,250,578
ENSG00000173137,219,193,236,165,143,80,26,59,72,49,224,243,335,246,100,27,26,327,35,29,53,208
ENSG00000173141,167,251,225,381,289,317,142,169,78,60,220,225,257,198,368,222,418,377,123,148,361,472
ENSG00000173156,356,2325,116,855,1164,123,2,192,8,4,21,30,49,21,158,224,200,65,3,47,183,254
ENSG00000173227,979,144,0,1968,810,9,418,148,1365,1294,4166,3811,5130,4103,1,6,259,27,416,35,2,334
ENSG00000173264,303,127,663,113,237,386,178,147,90,93,296,240,471,390,459,46,67,413,74,68,62,2503
ENSG00000173267,1,312,2,1,239,222,158,1164,100,86,262,192,350,241,246,29,2,154,96,10,30,227
ENSG00000173281,75,44,24,67,82,365,9,86,2,1,6,4,5,7,174,232,132,166,6,27,225,271
ENSG00000173327,2271,1402,4469,1765,1845,5553,708,1803,237,163,752,799,1283,825,2889,426,1421,3551,257,405,486,2026
ENSG00000173369,0,0,0,0,0,2176,103,287,3,3,25,8,28,9,225,319,401,2338,63,0,92,608
ENSG00000173372,1,0,0,0,1,4596,202,1236,3,18,75,33,95,31,968,507,840,4243,66,0,218,2040
ENSG00000173404,29,0,0,2,37,0,31,2,114,122,446,456,776,610,51,0,0,4,52,2,0,54
ENSG00000173432,1,3607,1,1,1,3207,1,11709,0,0,0,0,0,0,212,22,118329,709,0,0,346,106
ENSG00000173436,575,539,580,201,575,297,88,183,97,54,108,260,323,121,312,521,86,343,74,95,176,147
ENSG00000173442,205,1682,2358,667,1535,2261,169,813,157,128,526,435,607,504,3920,1428,164,3088,119,492,6643,2361
ENSG00000173451,38,35,35,37,53,12,43,11,25,27,47,70,116,92,46,28,12,111,31,25,20,167
ENSG00000173456,661,617,1616,790,2488,974,352,527,120,114,398,322,339,377,798,140,299,443,146,375,242,1252
ENSG00000173457,386,155,184,80,117,78,7,31,10,12,15,17,23,24,81,24,25,71,6,55,72,59
ENSG00000173465,436,197,395,326,364,251,67,131,26,36,106,144,164,106,145,76,85,218,40,55,124,368
ENSG00000173482,15,438,499,0,0,2245,338,882,305,215,880,563,748,892,920,1328,170,856,285,205,589,782
ENSG00000173486,912,623,1043,684,861,787,434,698,356,367,879,910,1112,1084,1188,347,1443,1482,307,327,266,2396
ENSG00000173511,90,344,893,363,570,3762,571,3435,193,143,538,494,604,639,3324,1136,313,2398,284,390,789,2525
ENSG00000173517,61,185,422,386,87,1037,602,547,149,125,363,468,500,543,437,733,84,689,279,228,281,921
ENSG00000173530,0,328,0,0,0,49,0,54,2,1,4,4,4,5,86,17,188,290,9,59,4,51
ENSG00000173540,155,88,134,62,151,66,10,47,12,6,31,24,56,29,47,26,102,74,4,27,50,70
ENSG00000173545,476,424,1604,629,312,384,240,208,123,120,453,459,487,440,350,575,185,338,147,171,485,590
ENSG00000173546,14,289,2344,49,53,2520,280,1332,31,32,148,129,137,117,3525,213,12,638,97,411,2730,1219
ENSG00000173548,185,700,316,244,187,790,54,412,25,22,100,78,104,96,673,89,158,572,34,99,55,534
ENSG00000173566,54,109,109,99,83,109,15,71,16,6,55,79,133,54,111,6,15,47,7,10,7,71
ENSG00000173575,135,205,227,383,148,173,157,185,102,73,274,281,315,353,230,94,55,216,120,112,120,282
ENSG00000173581,13,65,263,175,186,265,272,276,212,147,831,658,796,714,411,110,110,368,135,65,173,938
ENSG00000173599,156,245,253,249,175,1567,320,1143,99,104,444,382,541,387,121,16,942,199,93,65,96,326
ENSG00000173621,317,411,363,181,316,206,92,188,149,123,468,522,666,499,149,33,3,114,61,88,106,364
ENSG00000173641,2,0,0,0,0,1100,3,1462,13,7,13,33,98,54,1674,5998,8,391,5,9,9794,933
ENSG00000173653,386,240,209,314,293,217,58,145,149,110,409,406,482,516,283,31,52,420,38,99,42,497
ENSG00000173715,285,185,51,195,174,42,35,36,86,37,237,173,261,264,40,7,12,130,27,49,6,216
ENSG00000173762,3,2,35,0,0,95,2,69,2,3,15,5,16,7,266,4,34,1817,0,47,9,128
ENSG00000173838,0,1,1,9,1,0,3,0,0,0,3,0,2,2,10,0,0,0,3,1,0,1214
ENSG00000173867,113,79,181,149,174,69,26,72,19,23,92,67,80,113,87,139,111,48,21,51,79,121
ENSG00000173898,994,655,642,536,1263,75,928,110,1301,901,4022,3040,4753,4203,71,6,257,44,603,155,6,2301
ENSG00000173914,83,43,59,80,80,16,37,22,75,77,138,175,186,159,27,20,17,68,42,35,17,129
ENSG00000173918,2,32,684,0,0,8047,185,2105,31,24,78,45,89,101,3094,950,558,4058,53,49,310,3307
ENSG00000173991,36,0,2,5,3,1,2,460,8,8,17,21,17,15,7,7001,0,43,5,1,3698,220
ENSG00000173992,356,358,344,469,448,557,124,310,144,115,533,419,632,543,703,107,458,473,90,148,217,772
ENSG00000174010,39,29,115,22,31,75,175,44,20,19,62,62,67,92,39,63,84,82,53,88,95,527
ENSG00000174013,303,129,312,239,474,65,260,43,115,72,221,227,240,267,81,77,41,92,170,157,117,203
ENSG00000174015,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1731
ENSG00000174059,1,0,0,0,8,240,45,233,7,2,26,10,15,16,299,106,3,275,12,1,93,498
ENSG00000174080,55,86,1003,340,851,958,694,1307,715,625,2490,2232,2438,2150,2011,356,273,863,464,90,920,2836
ENSG00000174099,6,63,217,2,95,467,101,539,51,30,148,82,108,148,1284,826,24,444,57,51,434,975
ENSG00000174100,1736,160,136,122,290,152,122,130,61,57,199,153,112,143,201,143,207,156,85,192,291,190
ENSG00000174106,511,442,237,305,503,269,284,160,110,93,325,329,416,415,230,155,76,319,168,132,186,566
ENSG00000174109,54,64,228,107,107,49,15,34,18,21,81,84,79,85,66,19,20,66,23,34,23,76
ENSG00000174111,870,148,114,65,166,62,94,123,118,68,405,394,630,469,61,30,9,92,70,28,90,2167
ENSG00000174165,203,185,419,296,225,443,35,209,17,13,55,50,82,39,119,29,49,175,9,38,31,229
ENSG00000174171,0,6,10,0,2,1,0,10,15,142,163,130,471,433,2,48,1,72,45,0,0,0
ENSG00000174177,167,130,210,224,166,169,69,106,37,40,108,126,116,137,164,34,54,200,26,60,179,265
ENSG00000174197,350,252,266,398,218,187,269,153,157,120,423,448,436,512,248,176,105,435,228,263,234,612
ENSG00000174231,5106,4827,12316,5252,4124,6923,2937,2615,1531,1454,4425,4650,5900,5136,4983,1862,1297,5206,1505,2227,7664,9805
ENSG00000174233,719,437,281,449,1330,655,103,832,343,252,916,850,1086,896,483,537,116,614,148,174,92,432
ENSG00000174238,874,1475,2453,724,857,1438,1630,626,758,655,2151,2199,2587,2420,1228,542,530,1013,848,484,367,2194
ENSG00000174243,1095,654,797,1205,1274,327,266,338,380,322,925,815,708,610,684,239,272,1230,232,401,465,896
ENSG00000174276,433,126,250,203,203,146,52,95,19,33,85,79,117,73,108,37,84,140,16,29,159,910
ENSG00000174282,59,157,127,51,65,332,100,142,48,34,124,152,257,179,324,40,3,180,37,16,134,181
ENSG00000174292,285,377,43,153,291,71,26,76,146,93,365,328,421,375,163,18,54,196,46,30,39,132
ENSG00000174307,183,754,0,552,156,548,70,345,20,20,54,85,113,57,311,70,1,145,58,41,183,212
ENSG00000174327,117,156,345,118,71,73,9,42,5,5,15,14,26,18,51,11,590,63,5,22,3,43
ENSG00000174405,36,91,67,38,49,56,125,16,61,38,79,173,146,144,26,60,53,87,93,53,40,76
ENSG00000174429,1,0,0,1,0,6,1,37,1,2,0,3,3,6,6,1666,0,104,2,0,965,124
ENSG00000174437,2119,3448,1791,1515,3761,1376,2911,1189,790,680,2107,2421,3372,2721,1514,16337,804,1525,1119,788,15503,3412
ENSG00000174442,72,45,263,76,99,25,41,7,21,9,31,45,30,28,15,13,30,42,26,172,15,222
ENSG00000174444,63,282,120,274,216,250,61,88,86,50,133,125,56,32,166,75,86,350,51,149,144,169
ENSG00000174446,168,68,45,121,124,103,59,85,74,41,162,156,198,131,89,97,71,142,48,60,93,229
ENSG00000174456,44,14,71,48,35,16,426,19,107,93,244,246,227,238,21,6,9,39,222,50,30,61
ENSG00000174460,0,1,0,0,0,1,260,3,441,346,1071,1317,950,1114,30,1,0,21,267,3,0,56
ENSG00000174485,70,141,205,161,74,121,138,56,80,43,166,137,145,209,79,79,123,169,121,81,158,155
ENSG00000174498,112,0,0,240,76,0,7,4,43,27,99,113,191,112,7,0,0,0,10,86,0,86
ENSG00000174516,215,129,469,146,197,365,417,216,214,209,845,751,835,778,449,65,26,188,235,47,507,471
ENSG00000174521,1,3,11,6,1,3,360,4,448,316,1240,1339,1874,1303,15,1,0,4,243,0,1,16
ENSG00000174547,366,148,342,249,311,139,32,84,23,19,57,45,79,40,188,100,102,197,16,81,104,179
ENSG00000174600,0,0,22,0,0,304,29,282,10,12,27,23,16,22,137,110,119,425,15,22,101,591
ENSG00000174628,20,22,22,30,9,37,158,12,41,36,117,73,73,146,20,21,7,31,83,21,72,213
ENSG00000174652,58,41,57,16,38,37,13,13,34,29,119,139,110,121,15,17,6,43,38,68,6,36
ENSG00000174669,1038,132,110,626,985,120,34,113,191,202,650,561,720,603,129,94,31,88,59,161,630,103
ENSG00000174672,7,7,196,40,22,38,902,13,960,931,3984,3030,4330,3236,163,6,1,55,478,33,9,468
ENSG00000174684,157,166,608,159,649,285,2145,241,803,795,2663,2149,2688,2281,667,320,199,416,1388,251,305,543
ENSG00000174697,0,0,0,1,0,1294,1,11390,0,1,2,1,0,2,18,70,0,63,0,0,2,21
ENSG00000174718,156,101,107,89,43,96,61,76,27,23,73,59,72,107,61,73,238,966,54,163,44,228
ENSG00000174721,46,22,43,86,67,37,87,24,54,48,142,135,154,149,32,11,11,42,48,72,22,39
ENSG00000174744,547,253,400,341,307,247,48,89,26,38,76,104,135,124,125,43,73,227,17,65,190,301
ENSG00000174749,376,339,49,224,113,1079,42,228,4,6,16,22,32,32,364,289,62,391,19,39,110,277
ENSG00000174788,0,11,10,19,57,1,0,7,489,358,1587,1070,1741,2027,5,10,0,31,79,4,1,1131
ENSG00000174791,58,763,562,79,25,113,50,56,91,71,411,327,336,351,91,4,6,70,29,71,68,66
ENSG00000174804,212,26,669,464,252,4095,187,3023,19,20,55,45,62,58,807,556,275,839,65,164,263,579
ENSG00000174807,0,3,0,1,0,11115,205,10695,11,15,40,22,44,40,2483,139,26,1100,19,56,251,4794
ENSG00000174840,160,217,427,79,157,179,146,173,34,21,102,94,140,120,116,77,137,153,59,78,124,228
