gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000123360,0,0,1,0,1,2143,770,205,198,104,462,261,333,463,326,58,15,393,291,16,46,221
ENSG00000123364,111,384,213,402,404,15,0,5,0,0,1,0,0,0,0,0,0,12,0,47,0,21
ENSG00000123374,565,272,463,411,834,512,61,95,9,10,38,28,46,33,363,89,97,530,28,909,140,327
ENSG00000123384,14,228,117,15,33,1033,114,734,38,29,129,157,353,194,391,120,130,297,45,18,69,229
ENSG00000123388,533,12,149,178,643,155,0,6,0,1,2,0,0,0,11,0,0,7,0,44,34,90
ENSG00000123395,913,578,1461,920,1046,448,223,361,130,138,328,400,571,405,828,173,380,865,111,212,386,1437
ENSG00000123411,72,47,123,91,100,204,160,121,101,95,289,246,354,353,209,93,24,165,84,53,221,470
ENSG00000123416,423,169,498,154,805,341,850,157,249,167,514,496,270,213,331,158,73,319,559,674,131,576
ENSG00000123444,62,51,84,77,97,74,32,57,30,24,91,74,124,83,47,39,19,55,13,18,88,153
ENSG00000123570,9,3,25,10,6,6,111,10,77,57,246,182,253,246,32,166,2,18,98,6,25,108
ENSG00000123572,160,0,0,1,0,14,0,3,77,49,212,86,101,273,8,15,3,4,54,9,1,367
ENSG00000123575,97,109,223,118,88,170,267,47,12,10,35,62,85,54,51,50,46,123,86,68,76,147
ENSG00000123689,0,11,0,2,2,9179,14,11481,3,4,16,12,18,25,507,332,502,599,8,85,52,424
ENSG00000123700,0,8,0,0,0,100,122,44,4,8,19,19,31,20,37,269,14,70,41,1,234,40
ENSG00000123810,40,64,75,82,31,87,29,59,6,4,25,25,39,20,118,10,29,129,16,15,28,272
ENSG00000123815,189,241,264,198,245,275,85,175,116,78,437,326,492,460,250,101,165,329,56,55,81,558
ENSG00000123838,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,1287,0,0,15,0,6
ENSG00000123901,23,0,0,1,2,2,59,1,157,151,132,706,534,490,1,1,0,3,96,4,1,8
ENSG00000123975,360,286,1247,599,1182,16,11,18,7,17,48,2,34,56,155,17,22,198,15,391,16,2173
ENSG00000123989,140,582,1676,500,127,116,73,119,35,25,120,118,180,122,175,153,129,217,24,109,115,627
ENSG00000124067,177,1200,482,110,954,2182,175,1431,78,111,447,404,589,544,1650,745,207,1081,107,259,851,2032
ENSG00000124074,23,96,229,60,189,109,28,64,71,57,246,190,367,246,171,31,22,104,33,37,96,311
ENSG00000124102,22,1551,1,0,0,10,1,34,1,0,1,0,1,0,72,2,0,15,0,7,6,65
ENSG00000124107,12,4975,1,24,4,87,6,199,1,0,1,0,1,0,327,13,613,489,3,128,4501,455
ENSG00000124134,3,4,7,2,1,0,655,6,4,0,9,3,10,9,4,2,0,7,293,9,1,101
ENSG00000124140,0,0,4,9,0,0,287,0,203,237,646,569,595,442,0,0,1,0,128,0,0,3
ENSG00000124145,759,3891,1001,1035,1010,2237,658,620,37,65,84,116,55,170,1852,705,2316,330,223,505,1153,1870
ENSG00000124155,121,194,418,200,246,320,118,152,54,42,114,97,128,120,241,138,65,178,25,79,331,305
ENSG00000124160,274,135,266,141,134,88,35,55,54,38,151,165,178,199,87,40,7,155,24,33,81,344
ENSG00000124164,1015,150,310,341,196,71,146,50,44,34,82,88,126,75,107,128,76,78,78,110,207,93
ENSG00000124172,77,139,184,326,187,139,128,119,136,151,228,262,104,233,281,264,214,230,140,343,143,427
ENSG00000124209,600,131,167,130,89,38,16,22,2,4,14,9,32,18,27,14,9,37,10,11,11,38
ENSG00000124212,0,0,0,0,0,1042,7,275,0,0,2,3,2,0,774,84,18,869,2,19,47,811
ENSG00000124214,319,97,187,136,115,101,77,45,25,13,37,38,48,55,65,58,51,86,32,59,55,95
ENSG00000124216,3,0,80,37,7,187,22,63,8,7,16,13,20,16,153,9,19,159,11,22,11,138
ENSG00000124217,270,82,267,151,128,47,53,42,19,8,47,31,38,37,39,21,29,30,16,35,75,88
ENSG00000124225,244,49,71,75,41,32,13,276,0,1,6,0,10,8,57,10,1,48,3,9,5,55
ENSG00000124226,585,261,604,655,623,178,50,117,32,32,97,105,139,108,142,67,74,216,44,94,134,974
ENSG00000124249,27,159,0,257,107,118,0,161,1,0,1,0,1,3,67,8,2,63,1,27,3,151
ENSG00000124299,573,251,783,205,193,1185,319,1661,167,141,391,398,522,443,752,217,1426,779,126,176,353,1119
ENSG00000124302,70,2,0,24,14,10,54,90,100,83,306,252,308,305,10,1,0,24,49,3,3,14
ENSG00000124374,43,87,23,124,131,80,1289,50,159,118,365,467,524,423,153,921,300,213,350,50,518,162
ENSG00000124444,81,90,118,72,61,131,91,102,74,59,271,206,237,252,229,43,87,173,71,38,52,320
ENSG00000124449,2,1,0,1,0,0,0,1,0,0,0,2,1,3,1,0,0,0,0,0,0,3547
ENSG00000124455,2,10,7,3,1,43,28,41,26,28,95,98,98,69,161,5,4,67,22,17,10,182
ENSG00000124466,726,2036,17,532,314,33,1,43,0,2,3,2,1,3,12,1,1,25,0,55,0,35
ENSG00000124490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1541
ENSG00000124493,3,0,0,3,0,0,1,0,77,77,257,225,336,249,0,0,0,0,16,0,0,1
ENSG00000124496,288,419,38,240,178,123,80,78,50,25,93,109,180,115,146,18,7,325,23,62,9,388
ENSG00000124507,7,0,0,11,59,0,61,1,70,89,193,246,261,176,0,7,0,0,55,1,0,7
ENSG00000124523,49,63,27,45,29,49,33,38,20,17,64,66,58,97,38,104,43,48,24,33,29,99
ENSG00000124535,236,227,375,314,236,129,143,78,121,102,406,388,437,424,172,102,76,268,102,122,181,373
ENSG00000124541,286,209,483,207,327,158,92,108,61,32,141,145,108,162,134,80,135,190,78,155,143,238
ENSG00000124570,145,355,428,209,203,848,142,435,44,55,156,131,252,179,651,370,104,809,66,177,317,1287
ENSG00000124587,406,533,1134,142,876,588,191,335,257,181,573,650,1007,749,1207,122,136,1371,118,159,127,511
ENSG00000124608,158,150,245,61,98,36,18,35,25,15,60,75,168,52,30,14,8,69,15,17,6,46
ENSG00000124659,239,154,271,306,225,80,212,87,71,49,203,177,205,214,111,77,99,285,105,108,159,319
ENSG00000124664,4045,1,2,1429,2984,3,10,182,7,8,31,15,28,19,575,0,0,7,3,31,2,19
ENSG00000124701,2,0,2,2,3,0,0,138,1,0,4,0,0,0,9,395,1,2,0,0,632,72
ENSG00000124702,312,104,414,387,297,369,807,291,314,233,1078,832,867,1002,954,347,189,493,418,244,345,2170
ENSG00000124713,44,1,17,15,168,5,8,4,7,12,29,35,61,38,3,28,863,10,10,10,8,8
ENSG00000124733,922,563,1918,885,1061,737,501,483,290,262,721,650,705,735,868,206,356,790,251,448,370,4278
ENSG00000124743,10,37,1,5,16,14,0,406,0,1,7,3,8,2,3,963,2,3,1,0,293,8
ENSG00000124766,4406,3374,956,4231,871,2167,114,1851,113,77,377,327,524,530,883,76,29,656,96,955,176,2436
ENSG00000124767,692,393,331,427,472,280,449,127,75,88,257,248,190,275,274,379,423,315,347,647,351,455
ENSG00000124785,0,2,321,0,0,674,506,348,251,207,831,828,979,882,583,35,10,255,250,104,52,95
ENSG00000124786,116,134,105,121,76,67,22,54,16,10,30,58,72,58,49,32,30,83,29,29,13,68
ENSG00000124789,533,280,540,407,429,426,297,138,119,88,304,348,376,473,226,269,181,411,160,420,601,958
ENSG00000124920,1,0,12,4,6,3,359,1,24,13,73,82,155,84,7,1,5,14,115,14,1,68
ENSG00000125107,1216,1141,1310,655,548,392,303,218,84,95,334,249,342,319,289,281,137,394,143,510,549,1542
ENSG00000125124,126,209,516,137,148,178,339,101,161,102,406,374,347,331,178,182,35,155,238,115,241,490
ENSG00000125144,0,0,2,0,0,8,6,4,2,3,2,3,2,1,53,1,1053,19,24,5,0,4
ENSG00000125148,131,5012,3703,328,181,5126,437,471,89,92,100,240,137,103,1649,628,16425,2890,319,541,4079,629
ENSG00000125149,165,157,126,154,174,122,227,93,90,104,254,291,257,291,108,85,251,209,103,133,135,501
ENSG00000125170,163,397,808,106,92,385,94,178,174,142,602,589,932,591,465,74,350,457,83,113,42,825
ENSG00000125249,92,198,145,54,97,256,204,100,26,24,94,121,133,86,96,59,11,168,87,34,48,115
ENSG00000125266,310,800,79,331,36,1716,355,346,99,74,285,274,303,367,684,201,128,540,192,81,130,464
ENSG00000125352,89,117,437,297,52,163,92,42,70,62,220,213,159,241,165,46,106,309,66,97,75,144
ENSG00000125356,1076,1581,2471,2117,833,1283,1138,913,890,547,1957,2291,2160,2434,2297,6679,2592,2267,951,1060,2095,1622
ENSG00000125378,76,4,26,125,439,136,17,243,51,105,15,129,180,255,389,60,20,390,32,146,51,241
ENSG00000125398,458,1899,1,65,448,143,400,572,14,31,134,134,286,193,177,161,27,70,94,67,29,1490
ENSG00000125445,458,306,497,405,689,330,265,201,148,122,449,396,359,368,335,464,348,351,152,281,379,485
ENSG00000125447,568,484,692,617,823,927,669,435,354,288,1231,1040,1346,1058,1083,216,190,1543,258,318,932,1366
ENSG00000125449,141,101,301,201,221,197,86,106,132,100,375,325,391,315,282,40,121,384,63,61,50,379
ENSG00000125450,78,90,144,117,184,79,34,39,60,31,235,102,173,204,63,18,47,64,25,77,49,169
ENSG00000125454,92,37,175,54,146,74,39,61,17,20,75,49,70,80,91,46,19,196,28,67,46,609
ENSG00000125457,87,82,163,228,426,450,43,96,17,16,102,54,57,52,199,51,57,228,12,77,356,329
ENSG00000125458,229,405,584,488,349,351,54,159,83,73,419,346,417,329,288,78,84,574,36,132,216,378
ENSG00000125484,669,315,467,245,427,122,159,60,95,85,225,266,261,308,115,106,86,99,153,179,130,361
ENSG00000125492,3,2,1,2,8,0,0,2,295,237,845,677,1014,1108,0,0,0,0,69,0,1,12
ENSG00000125503,689,1003,1094,987,452,2965,899,1372,700,588,2482,2182,3008,2492,8684,1214,469,2883,419,235,380,5339
ENSG00000125531,3,1,7,5,2,5,0,2,0,0,0,1,1,0,2,1,1,17,0,4,0,1267
ENSG00000125534,641,359,200,480,361,318,21,107,12,12,65,75,162,127,443,39,11,137,12,28,128,262
ENSG00000125611,196,385,546,470,194,470,77,207,34,11,69,57,118,67,308,84,236,201,20,86,171,817
ENSG00000125648,244,389,585,157,234,302,456,264,161,118,555,486,994,797,578,196,51,230,214,57,257,354
ENSG00000125651,1236,1661,2959,1403,1450,1654,672,1021,1011,1006,2443,2960,2862,3953,1737,417,423,1344,517,485,834,2855
ENSG00000125652,228,308,325,309,257,433,92,409,104,58,327,348,564,517,794,332,271,365,63,82,222,3810
ENSG00000125656,576,857,1776,579,706,1119,150,550,138,111,601,465,569,590,915,285,460,1017,122,267,1032,1253
ENSG00000125686,1450,84,71,30,131,73,30,26,12,20,44,50,51,51,40,33,9,54,13,39,47,68
ENSG00000125691,3254,751,359,246,742,887,67,250,103,78,192,261,143,58,567,160,143,862,81,375,369,353
ENSG00000125695,23,50,59,122,43,42,57,40,37,39,156,107,97,118,38,13,11,58,35,36,22,211
ENSG00000125731,142,510,37,148,284,9,1,55,0,1,2,1,2,0,76,5,5,154,0,22,16,97
ENSG00000125734,192,702,718,276,452,1222,191,532,118,107,413,254,400,356,1219,188,430,1463,99,164,353,1484
ENSG00000125740,3,51,11,35,4,199,15,906,2,1,2,5,4,4,10,16,0,48,6,13,3,50
ENSG00000125743,937,1115,1348,1349,979,974,248,420,211,167,407,414,351,295,790,290,313,1329,231,568,425,1039
ENSG00000125744,8,26,197,138,187,115,95,144,81,64,166,176,236,167,143,58,7,100,71,22,1489,143
ENSG00000125746,311,1763,944,851,732,470,1199,294,458,357,1052,1313,1443,1370,771,270,182,703,431,225,144,684
ENSG00000125753,659,1609,1368,796,894,3184,118,572,20,27,74,86,122,123,2345,340,220,2360,45,174,200,1281
ENSG00000125755,1628,1164,1577,1510,1167,1072,552,727,354,332,1135,1080,1750,1176,1140,233,351,1143,236,348,1513,3489
ENSG00000125810,0,0,0,0,0,3936,12,456,0,1,5,1,3,0,1272,167,40,670,8,0,97,425
ENSG00000125814,7,12,5,12,5,7,209,4,68,55,356,407,754,409,17,3,1,13,92,4,2,12
ENSG00000125817,2540,2369,6036,2666,2166,6782,1320,3040,556,466,1505,1705,2017,1804,5355,985,868,2916,561,830,4474,3138
ENSG00000125821,95,331,365,247,126,170,127,57,68,52,220,202,177,191,79,28,29,60,51,89,57,204
ENSG00000125835,1226,575,1389,474,1157,671,67,202,59,47,286,240,321,328,471,132,139,684,45,399,233,807
ENSG00000125843,137,105,262,105,92,77,34,95,9,11,40,41,77,47,47,30,42,53,6,18,32,144
ENSG00000125845,0,298,8,1,1,229,30,272,7,8,15,10,16,15,270,32,30,78,20,71,24,99
ENSG00000125863,147,95,198,92,83,53,174,51,126,101,146,278,272,265,100,126,116,123,175,68,41,267
ENSG00000125868,34,40,37,21,68,24,69,9,20,12,70,45,11,42,188,100,21,35,51,23,23,119
ENSG00000125869,0,0,0,0,0,3,436,3,36,48,84,164,134,204,17,0,0,15,160,7,0,40
ENSG00000125875,166,143,217,96,122,187,92,103,69,46,221,147,219,197,149,54,54,243,47,55,124,371
ENSG00000125885,158,42,474,38,217,31,20,30,28,13,31,36,17,67,13,31,12,53,18,173,36,189
ENSG00000125898,601,381,190,212,611,88,17,94,19,8,28,34,51,26,89,8,18,286,12,38,40,162
ENSG00000125901,1215,505,1415,557,709,289,214,241,205,196,648,642,712,715,600,212,419,455,150,241,224,659
ENSG00000125912,962,1390,2226,436,789,975,255,810,246,247,1027,801,1176,1001,1030,130,759,1330,125,330,387,1441
ENSG00000125952,68,33,61,74,61,118,40,61,43,20,91,115,97,74,125,35,17,151,20,14,31,101
ENSG00000125966,246,258,497,62,160,258,290,410,916,766,3058,2507,3487,2873,247,62,62,203,363,92,23,288
ENSG00000125968,408,3132,195,615,333,175,174,712,24,19,68,65,52,94,322,515,1390,193,72,597,181,571
ENSG00000125971,5670,904,1860,809,1702,1316,1034,542,772,720,1222,2106,1846,1275,1340,704,262,1225,457,293,771,730
ENSG00000125977,40,188,211,100,198,72,36,53,34,23,67,69,73,80,85,27,45,101,29,87,158,123
ENSG00000125995,704,983,1381,761,1313,531,67,315,37,39,148,189,186,177,463,283,244,460,27,183,312,644
ENSG00000126003,207,334,213,165,178,106,59,42,36,28,107,94,127,100,141,63,33,138,37,117,111,536
ENSG00000126062,371,541,1196,460,469,1266,185,575,96,82,340,292,420,335,798,212,144,870,93,128,385,891
ENSG00000126067,719,898,905,624,657,867,318,449,92,60,315,293,396,372,570,220,401,545,110,336,817,772
ENSG00000126215,396,247,391,373,337,144,26,150,63,53,289,264,339,237,175,22,14,451,38,118,9,361
ENSG00000126243,154,213,212,111,92,467,155,177,45,24,149,176,210,219,294,51,59,259,42,26,208,401
ENSG00000126247,2784,5740,3245,2888,2071,8216,1337,3844,541,556,1807,1494,1924,2063,5398,1696,930,3632,721,877,3377,5203
ENSG00000126249,120,61,62,132,41,37,70,35,24,19,91,83,77,90,56,26,37,45,35,69,159,274
ENSG00000126254,2179,1237,1801,1804,1352,2282,495,1037,177,152,573,581,1017,686,2031,369,401,1466,179,288,1168,2570
ENSG00000126261,210,174,233,186,132,342,106,122,62,56,173,150,167,178,168,75,37,293,98,165,220,481
ENSG00000126267,835,724,998,745,700,1197,557,816,313,231,572,650,634,631,1876,1750,826,1402,264,336,1293,998
ENSG00000126351,2079,96,372,146,374,886,1409,599,866,593,2699,2297,3533,2544,1996,354,50,677,763,109,721,1378
ENSG00000126368,43,230,333,150,153,2570,840,630,369,430,1713,1417,1641,1280,1810,182,39,657,478,108,1992,1750
ENSG00000126391,238,290,298,125,160,671,53,128,46,37,114,123,135,114,169,34,53,319,39,42,33,225
ENSG00000126432,4114,5583,3855,2061,2305,1554,632,1111,1302,1050,3597,3572,3404,3663,2535,969,759,1323,549,510,611,2277
ENSG00000126453,190,90,198,236,210,96,9,47,3,11,14,11,14,13,115,36,79,128,7,141,95,202
ENSG00000126456,645,638,643,865,417,531,168,311,103,106,446,356,510,395,573,123,180,1472,102,225,139,782
ENSG00000126457,469,429,528,933,296,548,219,192,420,273,759,708,548,625,560,207,97,487,175,429,864,913
ENSG00000126458,136,1346,439,276,599,2124,92,1368,26,27,79,67,107,72,4506,609,160,1389,28,149,694,2159
ENSG00000126461,2859,2399,3050,2026,1778,6098,2120,2099,719,548,2500,2428,4539,3301,4460,612,611,3431,659,480,3968,7151
ENSG00000126464,1592,932,1075,1173,699,1481,887,1008,676,521,1678,2231,3533,3160,1679,192,202,1847,398,256,648,2190
